contractSymbol,strike,lastPrice,ask,volume,openInterest,Expiration_date,Symbol,Days_until_exp,Div_yield,Stock_price,Delta,Gamma,Vega,Theta,Rho,Implied_vol (%),Moneyness_pct,Approx_win_prob_pct
HOOD240906P00019500,19.5,0.24,0.26,813.0,731.0,2024-09-06,HOOD,4,0.0,20.12,-0.29411106320482694,0.2749674070950711,0.007257204825305792,-0.05323011133575485,-0.000674796119636287,59.49289224806469,-0.030815109343936428,0.7058889367951731
HOOD240913P00019500,19.5,0.48,0.48,103.0,1437.0,2024-09-13,HOOD,11,0.0,20.12,-0.34933472674138666,0.1911902225543396,0.012928446077768498,-0.03167127356103086,-0.002262870184175444,55.42744710737443,-0.030815109343936428,0.6506652732586133
HPQ240906P00035500,35.5,0.19,0.2,107.0,675.0,2024-09-06,HPQ,4,0.0305,36.18,-0.2642101527285182,0.28557772782349633,0.012386873394006244,-0.04564762512878453,-0.0010680446939360854,30.236611018434008,-0.018794914317302368,0.7357898472714818
HPQ240920P00035000,35.0,0.41,0.42,127.0,3130.0,2024-09-20,HPQ,18,0.0305,36.18,-0.2751095278807746,0.14789030306583775,0.026814098149870253,-0.01967848271673099,-0.005103262883195883,28.08708898019589,-0.03261470425649529,0.7248904721192254
HPQ241018P00035000,35.0,0.79,0.76,310.0,634.0,2024-10-18,HPQ,46,0.0305,36.18,-0.32212334763126416,0.10639407041074327,0.046058373021987196,-0.011649571244761474,-0.015625731679219927,26.24152536719099,-0.03261470425649529,0.6778766523687358
HRL240920P00032000,32.0,0.74,0.75,1123.0,655.0,2024-09-20,HRL,18,0.0347,32.55,-0.3873059082282556,0.1516747285510195,0.027678712717630068,-0.025254097544034064,-0.006571241294653969,34.92617576505444,-0.01689708141321036,0.6126940917717444
HROW240920P00037000,37.0,1.34,0.95,1501.0,1526.0,2024-09-20,HROW,18,0.0,40.46,-0.2738492996910403,0.04600183634049094,0.029918274605883925,-0.06546167878090502,-0.0061249032323011186,80.56195152221505,-0.0855165595650025,0.7261507003089597
HUM240906P00350000,350.0,4.6,4.7,815.0,1757.0,2024-09-06,HUM,4,0.01,354.47,-0.38134679459294196,0.022720241551419704,0.14144107923040225,-0.7825512632945393,-0.015316292398652101,45.21020952726168,-0.012610376054391139,0.618653205407058
IBM241018P00195000,195.0,2.2,2.22,295.0,1092.0,2024-10-18,IBM,46,0.033,202.13,-0.24872826178819885,0.024463540010649622,0.2274090634954677,-0.038354411172608655,-0.0658594505490952,18.053522368829835,-0.03527432840251321,0.7512717382118012
IBM241018P00200000,200.0,3.75,3.75,449.0,1219.0,2024-10-18,IBM,46,0.033,202.13,-0.3838309483697605,0.031076737454433016,0.27404404215904016,-0.04129409798578078,-0.10208311970405891,17.12609807651155,-0.010537772720526372,0.6161690516302395
IMXI240920P00017500,17.5,0.5,1.05,1142.0,572.0,2024-09-20,IMXI,18,0.0,18.15,-0.344514838985582,0.18069000802644763,0.014842362480769561,-0.020036308928916047,-0.0033302191204545107,50.563368325528714,-0.035812672176308465,0.655485161014418
INTC240906P00021000,21.0,0.16,0.16,24163.0,3919.0,2024-09-06,INTC,4,0.0227,22.04,-0.20378391065789314,0.20987798764776056,0.006532318270042238,-0.04718252435683027,-0.0005096194038606174,58.46690945601946,-0.04718693284936475,0.7962160893421069
INTC240906P00021500,21.5,0.29,0.3,18200.0,766.0,2024-09-06,INTC,4,0.0227,22.04,-0.32491683425948237,0.2739174624973633,0.008303267415426146,-0.05820751059701455,-0.0008163705936045763,56.9428235320573,-0.024500907441016295,0.6750831657405176
INTC240913P00021000,21.0,0.31,0.31,1944.0,575.0,2024-09-13,INTC,11,0.0227,22.04,-0.26246730808321383,0.17689187665120448,0.0124710608109296,-0.02656851118597096,-0.0018355845463823759,48.15845065812831,-0.04718693284936475,0.7375326919167862
INTC240920P00020500,20.5,0.31,0.31,623.0,3594.0,2024-09-20,INTC,18,0.0227,22.04,-0.22039621727353775,0.12962190980186186,0.01450703128424279,-0.018207216377277236,-0.0025456726175762624,46.71940581310499,-0.06987295825771321,0.7796037827264622
INTC240920P00021000,21.0,0.45,0.45,4129.0,10185.0,2024-09-20,INTC,18,0.0227,22.04,-0.29370076474422624,0.15197307816963282,0.01685306338446444,-0.0208414328952413,-0.0034105690845649935,46.29236546565498,-0.04718693284936475,0.7062992352557738
INTC240920P00021500,21.5,0.62,0.63,1196.0,851.0,2024-09-20,INTC,18,0.0227,22.04,-0.3751437975937867,0.1709708959387063,0.018561656577556495,-0.022301697345451687,-0.004378619144171437,45.320190287129144,-0.024500907441016295,0.6248562024062133
INTC240927P00021000,21.0,0.57,0.76,423.0,696.0,2024-09-27,INTC,25,0.0227,22.04,-0.31144577206183355,0.13509495605850808,0.020390774920119387,-0.017609870532345365,-0.005084603548747964,45.36535062194116,-0.04718693284936475,0.6885542279381665
INTC241018P00020000,20.0,0.57,0.57,3345.0,14797.0,2024-10-18,INTC,46,0.0227,22.04,-0.23959377360631728,0.08588138807528348,0.024301101651445393,-0.011508663216446493,-0.007354190489722799,46.220938487216344,-0.09255898366606168,0.7604062263936827
INTC241018P00021000,21.0,0.89,0.9,705.0,6638.0,2024-10-18,INTC,46,0.0227,22.04,-0.3385694895817827,0.10364259024467315,0.028622565418341593,-0.013035026006963768,-0.010498773155828502,45.110968447933644,-0.04718693284936475,0.6614305104182173
IONS240920P00045000,45.0,0.5,1.5,101.0,820.0,2024-09-20,IONS,18,0.0,47.68,-0.21744454026857118,0.07609808052933105,0.031141154610648175,-0.030270703911897966,-0.005359441157262976,36.50134555310541,-0.05620805369127516,0.7825554597314288
IOT240906P00038000,38.0,1.95,2.0,3664.0,3158.0,2024-09-06,IOT,4,0.0,41.07,-0.31543934136284335,0.041710811612835665,0.015282180078079232,-0.376841776107254,-0.0016334349314818602,198.2075255874438,-0.07475042610177746,0.6845606586371566
IOT240920P00035000,35.0,1.25,1.3,204.0,619.0,2024-09-20,IOT,18,0.0,41.07,-0.20741930828864097,0.03006582118385221,0.026094284767268862,-0.07445637501331212,-0.004817446516313994,104.33818578454601,-0.1477964450937424,0.792580691711359
IOT241018P00035000,35.0,1.6,1.8,109.0,898.0,2024-10-18,IOT,46,0.0,41.07,-0.22382903505986063,0.027613698645504392,0.043597907650375446,-0.03390178898305845,-0.013601706564816168,74.2722692546756,-0.1477964450937424,0.7761709649401394
IOVA241018P00011000,11.0,1.0,1.05,500.0,531.0,2024-10-18,IOVA,46,0.0,11.66,-0.35811975974187205,0.10817819850712362,0.015457905920347051,-0.01339129150462483,-0.006522770255757548,83.3966963254087,-0.05660377358490567,0.641880240258128
IQ241018P00002000,2.0,0.12,0.13,318.0,4564.0,2024-10-18,IQ,46,0.0,2.15,-0.32526899233459194,0.7267031461490555,0.0027480048963031186,-0.0018405486298460497,-0.0010325781737504423,64.91104109307044,-0.06976744186046507,0.6747310076654081
IR240920P00090000,90.0,1.1,1.15,242.0,1852.0,2024-09-20,IR,18,0.00090000004,91.45,-0.3487228925926118,0.08111712578254153,0.07512135048432986,-0.042897225306316684,-0.01626869217574128,22.454519835060207,-0.015855658829961757,0.6512771074073882
IREN240906P00007500,7.5,0.2,0.2,1179.0,674.0,2024-09-06,IREN,4,0.0,7.91,-0.3066965929139659,0.3677314261804345,0.0029076384074166453,-0.04159703620660185,-0.0002877775397204899,115.31599666777976,-0.051833122629582826,0.6933034070860341
IREN240913P00007500,7.5,0.4,0.45,253.0,709.0,2024-09-13,IREN,11,0.0,7.91,-0.35163183842902557,0.24537788137613678,0.005094817389314853,-0.025118594134629416,-0.0009587804455262882,110.1134633090552,-0.051833122629582826,0.6483681615709744
IREN240920P00007000,7.0,0.35,0.4,409.0,762.0,2024-09-20,IREN,18,0.0,7.91,-0.26337960736396204,0.16970905962566804,0.005735596927321193,-0.017158871208248577,-0.0011999996848350934,109.53199269348227,-0.11504424778761063,0.736620392636038
IRTC240920P00065000,65.0,1.45,1.7,109.0,987.0,2024-09-20,IRTC,18,0.0,70.88,-0.23708694667619656,0.03176296147831038,0.048606422586059905,-0.0812038104595056,-0.009002329042393387,61.765450309329786,-0.08295711060948076,0.7629130533238034
JD240920P00026000,26.0,0.45,0.43,1402.0,10653.0,2024-09-20,JD,18,0.028099999,27.0,-0.2990081064035568,0.1566896393643194,0.020815990756261164,-0.02034560155348798,-0.0041976637313624965,36.952994417569776,-0.037037037037037035,0.7009918935964432
JKS240920P00017500,17.5,0.44,0.45,133.0,655.0,2024-09-20,JKS,18,0.1567,19.14,-0.23635017341030984,0.11362935628384017,0.013102929569780732,-0.022640340843357108,-0.0024300821329595293,63.82845800945391,-0.08568443051201674,0.7636498265896902
JNJ240920P00165000,165.0,1.53,1.62,546.0,685.0,2024-09-20,JNJ,18,0.0299,165.86,-0.3973986172322883,0.07744280306707219,0.14205373322922216,-0.045271820303665236,-0.03321029281433629,13.520994150053228,-0.005185095863981753,0.6026013827677117
JNJ241018P00160000,160.0,1.45,1.46,140.0,4647.0,2024-10-18,JNJ,46,0.0299,165.86,-0.2276493180258291,0.03148655011791623,0.17776259629213345,-0.02677724813777102,-0.049225886519708,16.284222074650675,-0.0353310020499217,0.7723506819741709
JPM240906P00222500,222.5,1.0,1.06,3875.0,931.0,2024-09-06,JPM,4,0.020499999,224.8,-0.3079598541226076,0.07133252969523132,0.08278393946186029,-0.20842205465314784,-0.007694655665033082,20.955533550684798,-0.010231316725978698,0.6920401458773924
JPM240920P00217500,217.5,1.23,1.25,1175.0,2803.0,2024-09-20,JPM,18,0.020499999,224.8,-0.20672677931647987,0.028736970455187926,0.14254687793626894,-0.07309479385099979,-0.023500837500206862,19.904188406050675,-0.03247330960854097,0.7932732206835201
JPM240920P00220000,220.0,1.77,1.82,2922.0,3516.0,2024-09-20,JPM,18,0.020499999,224.8,-0.2811646130695955,0.03526931955565501,0.16838469648702567,-0.08181591567635912,-0.03201091618987156,19.157255127521378,-0.021352313167259836,0.7188353869304045
JPM241018P00215000,215.0,3.25,3.4,137.0,3329.0,2024-10-18,JPM,46,0.020499999,224.8,-0.26081235591336327,0.017282534278833833,0.25927514745752134,-0.05897767582672787,-0.07779218601607656,23.555692805306034,-0.04359430604982211,0.7391876440866367
JPM241018P00220000,220.0,4.65,4.9,237.0,1513.0,2024-10-18,JPM,46,0.020499999,224.8,-0.3519037776188083,0.02073256471895628,0.29617755032738025,-0.062185369958539356,-0.10529632894041333,22.430632809138622,-0.021352313167259836,0.6480962223811917
K240920P00080000,80.0,0.25,0.3,684.0,15226.0,2024-09-20,K,18,0.028299998,80.61,-0.2706161110882358,0.25375188969407736,0.059256536676667755,-0.0093512059454595,-0.01086524859195297,7.287347791827332,-0.007567299342513329,0.7293838889117642
K241018P00080000,80.0,0.45,0.55,285.0,15633.0,2024-10-18,K,46,0.028299998,80.61,-0.28991544375443057,0.17529736943580304,0.09794315224130777,-0.004415900051704758,-0.029905629516120635,6.822693613859656,-0.007567299342513329,0.7100845562455694
KALV241018P00012500,12.5,0.5,0.6,2384.0,2616.0,2024-10-18,KALV,46,0.0,13.39,-0.30423151008159577,0.1494050840191812,0.01663181069767161,-0.00835751047822399,-0.005764064556702963,49.26608319490046,-0.06646751306945485,0.6957684899184042
KMI240920P00021000,21.0,0.12,0.12,203.0,5271.0,2024-09-20,KMI,18,0.0533,21.57,-0.22028576702243963,0.3569420488852412,0.014193591525052283,-0.006249869509889687,-0.0023959766922045777,17.330642335702613,-0.026425591098748275,0.7797142329775604
KO240906P00072000,72.0,0.23,0.27,1744.0,1249.0,2024-09-06,KO,4,0.026800001,72.47,-0.3168445567172078,0.32994062321994283,0.027017158301321054,-0.04526521295004326,-0.002540811751800992,14.227225908038141,-0.006485442251966315,0.6831554432827922
KO240920P00071000,71.0,0.41,0.43,356.0,2431.0,2024-09-20,KO,18,0.026800001,72.47,-0.2515905450726892,0.1266573454146543,0.051313098677463954,-0.020061852710213074,-0.009181528844768364,15.642339109026715,-0.02028425555402234,0.7484094549273108
KO241018P00070000,70.0,0.52,0.58,335.0,2831.0,2024-10-18,KO,46,0.026800001,72.47,-0.2122201091212219,0.07692096835587799,0.07460422457899275,-0.009981188224997673,-0.019969539331570085,14.65335894064324,-0.03408306885607836,0.7877798908787781
KSS240906P00018500,18.5,0.17,0.16,330.0,903.0,2024-09-06,KSS,4,0.1031,19.39,-0.22175749027990355,0.23719044462596103,0.006037661661946539,-0.04609014667188582,-0.0004893112411729707,61.78013289461211,-0.045899948427024266,0.7782425097200965
KSS240906P00019000,19.0,0.29,0.31,974.0,8786.0,2024-09-06,KSS,4,0.1031,19.39,-0.3518923122928713,0.3225968315269909,0.007533202080606012,-0.052516024048037686,-0.0007786750107573888,56.67568464381218,-0.02011346054667357,0.6481076877071287
KSS241018P00017500,17.5,0.72,0.72,210.0,2906.0,2024-10-18,KSS,46,0.1031,19.39,-0.2577608977396737,0.08512803793516087,0.02222803888748748,-0.012636299963097558,-0.007121488828717978,55.10714845087274,-0.09747292418772566,0.7422391022603263
LCID240920P00003500,3.5,0.12,0.13,1232.0,24242.0,2024-09-20,LCID,18,0.0,4.02,-0.2205866847405058,0.3483559233094648,0.002647329491107135,-0.0068914576673510365,-0.0004964836303513151,95.35710363009696,-0.12935323383084568,0.7794133152594942
LI240920P00018000,18.0,0.37,0.39,183.0,6557.0,2024-09-20,LI,18,0.0,19.46,-0.24127722333289292,0.12783854479591555,0.01347319855452273,-0.02051303869603779,-0.00249793385723413,56.434356739402034,-0.07502569373072975,0.7587227766671071
LI240920P00019000,19.0,0.72,0.73,371.0,2692.0,2024-09-20,LI,18,0.0,19.46,-0.392676315927766,0.15932008592356517,0.0166125341121128,-0.024761816823365295,-0.004123470135429531,55.83416700713983,-0.02363823227132584,0.607323684072234
LLY240906P00940000,940.0,3.73,4.1,511.0,536.0,2024-09-06,LLY,4,0.0054,960.02,-0.22592212165003023,0.010717358513760681,0.30210917863382203,-1.0274829908833947,-0.024176098978914415,27.909269729080982,-0.020853732213912193,0.7740778783499698
LSXMK241018P00023000,23.0,2.05,1.15,666.0,675.0,2024-10-18,LSXMK,46,0.0,23.83,-0.38713238804394334,0.059700532019919345,0.03238957122125506,-0.025335895708085324,-0.014210048797972871,75.80780911983153,-0.034830046160302074,0.6128676119560567
LULU240906P00255000,255.0,3.0,3.05,1542.0,851.0,2024-09-06,LULU,4,0.0,259.47,-0.3470150707300246,0.029421679713575698,0.10029417395492511,-0.5680671785087801,-0.010196164427651453,46.202642144887164,-0.017227425135853958,0.6529849292699754
LULU240920P00250000,250.0,4.27,4.45,505.0,1468.0,2024-09-20,LULU,18,0.0,259.47,-0.3015464214116502,0.01634967169668599,0.20080748953510452,-0.19644371154331972,-0.04069097258482894,36.99277627841663,-0.03649747562338623,0.6984535785883498
LULU241018P00240000,240.0,4.78,4.9,370.0,1522.0,2024-10-18,LULU,46,0.0,259.47,-0.2342627440942293,0.009367671352132864,0.2825721652211267,-0.10132661310616972,-0.08262879708673879,35.55154365747968,-0.07503757659845078,0.7657372559057707
LULU241018P00250000,250.0,7.85,7.9,270.0,690.0,2024-10-18,LULU,46,0.0,259.47,-0.34204203195056804,0.011436129419647487,0.3382811387020272,-0.11659664349342698,-0.12174201965451616,34.8625741855414,-0.03649747562338623,0.657957968049432
LUMN240906P00005000,5.0,0.15,0.16,1609.0,2580.0,2024-09-06,LUMN,4,0.0,5.25,-0.32461047018271594,0.5451660169211587,0.0019771002899514976,-0.029449910974667533,-0.00020320054448868592,120.06438205159769,-0.047619047619047616,0.6753895298172841
LUMN240920P00005000,5.0,0.35,0.34,1058.0,5497.0,2024-09-20,LUMN,18,0.0,5.25,-0.36826215315825794,0.3120213397034372,0.0043951835990252795,-0.012378280758834794,-0.001126048588313846,103.63214247811952,-0.047619047619047616,0.6317378468417421
LUNR240906P00004500,4.5,0.17,0.2,990.0,931.0,2024-09-06,LUNR,4,0.0,4.97,-0.26734173160233055,0.34880999250812567,0.0017117624682337705,-0.03861090864547541,-0.0001642398253220364,181.2903459402429,-0.09456740442655931,0.7326582683976695
LUNR240920P00004500,4.5,0.31,0.4,204.0,965.0,2024-09-20,LUNR,18,0.0,4.97,-0.30586948753991827,0.2577070155256123,0.0038708665681861554,-0.013038905354130407,-0.0009025502563101668,123.30751385667949,-0.09456740442655931,0.6941305124600817
LUNR241018P00004000,4.0,0.39,0.4,317.0,1407.0,2024-10-18,LUNR,46,0.0,4.97,-0.23535687367450653,0.13830462562457843,0.005426467835699679,-0.007246998039208335,-0.001965679135875772,126.03837146843647,-0.1951710261569416,0.7646431263254935
LUV240927P00027000,27.0,0.54,0.56,502.0,1106.0,2024-09-27,LUV,25,0.0249,28.92,-0.2491678672087656,0.09473265004576133,0.024009023948704095,-0.020315941171060236,-0.0052969453021118945,44.241627717516806,-0.06639004149377599,0.7508321327912344
LUV241018P00027500,27.5,0.94,0.95,205.0,5523.0,2024-10-18,LUV,46,0.0249,28.92,-0.3197706763218995,0.08810734129493071,0.03670381590452947,-0.01454842045575715,-0.012802404758023734,39.52187836226948,-0.04910096818810517,0.6802293236781005
LVS241018P00037500,37.5,1.07,1.07,281.0,2493.0,2024-10-18,LVS,46,0.020499999,38.99,-0.3288976899006667,0.0803253172548483,0.050059757394810424,-0.016036467386943868,-0.017467680384735392,32.52856115395252,-0.03821492690433449,0.6711023100993333
LYFT240906P00011500,11.5,0.2,0.18,960.0,614.0,2024-09-06,LYFT,4,0.0,11.67,-0.3893103643010468,0.5440934022428898,0.004684940194059438,-0.033216735019260146,-0.0005198084330293938,57.69281801508297,-0.014567266495287055,0.6106896356989532
LYFT241018P00011000,11.0,0.55,0.52,230.0,4285.0,2024-10-18,LYFT,46,0.0,11.67,-0.3328648548398153,0.16172422793005536,0.01505516423686442,-0.008343531276175375,-0.005588726339044101,54.238008120742265,-0.057412167952013704,0.6671351451601847
MAR241018P00230000,230.0,4.23,4.5,274.0,1002.0,2024-10-18,MAR,46,0.0107,234.69,-0.34759043867564954,0.021783184329664133,0.3078205972998731,-0.057829918496170224,-0.10799914907188106,20.35739356782777,-0.019983808428139238,0.6524095613243505
MARA240906P00015500,15.5,0.19,0.2,765.0,1492.0,2024-09-06,MARA,4,0.0,16.7,-0.2026342573379889,0.17659963147826904,0.004932937916737852,-0.05592599068754603,-0.00039167036685418244,91.39360063386938,-0.07185628742514966,0.7973657426620111
MARA240906P00016000,16.0,0.33,0.34,1592.0,1289.0,2024-09-06,MARA,4,0.0,16.7,-0.3077359409070095,0.22111082246907793,0.006147909568920904,-0.0692562056959929,-0.0005993633110298145,90.97402326799906,-0.04191616766467062,0.6922640590929905
MARA240913P00015000,15.0,0.34,0.32,546.0,831.0,2024-09-13,MARA,11,0.0,16.7,-0.2158932137422711,0.11450826696662506,0.008491345519799708,-0.033579970436692204,-0.0011890296812179508,88.22809622665893,-0.1017964071856287,0.7841067862577289
MARA240913P00016000,16.0,0.63,0.65,325.0,871.0,2024-09-13,MARA,11,0.0,16.7,-0.3533918454125269,0.1530092634474874,0.01077575658486198,-0.04025762255174051,-0.0019684406028022236,83.79098290761954,-0.04191616766467062,0.6466081545874731
MARA240920P00015000,15.0,0.51,0.51,996.0,6037.0,2024-09-20,MARA,18,0.0,16.7,-0.2486413956667597,0.10138226199208436,0.011750869682019112,-0.02694877243824135,-0.002299222014724053,84.27435750912964,-0.1017964071856287,0.7513586043332403
MARA240920P00016000,16.0,0.85,0.88,380.0,4892.0,2024-09-20,MARA,18,0.0,16.7,-0.36748026210874674,0.12425732772692312,0.013971083349305231,-0.030888136012548653,-0.003445604569586006,81.75145505363571,-0.04191616766467062,0.6325197378912533
MARA241018P00015000,15.0,1.13,1.16,226.0,2071.0,2024-10-18,MARA,46,0.0,16.7,-0.29960518586532525,0.0691355279233208,0.0206008648639473,-0.018247823395590067,-0.007729772706349122,84.77860385164713,-0.1017964071856287,0.7003948141346747
MARA241018P00016000,16.0,1.61,1.62,136.0,1817.0,2024-10-18,MARA,46,0.0,16.7,-0.37790688039541487,0.07450875699572417,0.022535056777213888,-0.020127225048014563,-0.009982686726568702,86.05050607650733,-0.04191616766467062,0.6220931196045851
MCD240920P00285000,285.0,3.0,3.2,147.0,1402.0,2024-09-20,MCD,18,0.0231,288.66,-0.3511238542019046,0.031139446376507295,0.23771232060461295,-0.110161054745022,-0.05140520259692771,18.577529066805056,-0.012679276657659616,0.6488761457980954
MCD241018P00285000,285.0,5.17,5.35,264.0,510.0,2024-10-18,MCD,46,0.0231,288.66,-0.3734983899289721,0.02090040798373152,0.38808800231331075,-0.06107024999293491,-0.14198653483837329,17.682239604496008,-0.012679276657659616,0.6265016100710279
MCHP241018P00080000,80.0,3.35,3.3,127.0,593.0,2024-10-18,MCHP,46,0.0221,82.16,-0.38121733452561335,0.033661268342415424,0.11116315417151448,-0.04275489406068922,-0.04358382947407123,38.81901905300607,-0.02629016553067182,0.6187826654743867
MDT240920P00088000,88.0,0.82,0.94,251.0,683.0,2024-09-20,MDT,18,0.031600002,88.58,-0.38481029590710836,0.1369746354965406,0.07518134182906173,-0.025440573703014186,-0.01718734130917843,14.184659880128436,-0.006547753443215154,0.6151897040928916
META240906P00510000,510.0,2.41,2.52,1822.0,1503.0,2024-09-06,META,4,0.0038,521.31,-0.23888263750329308,0.018410235891610848,0.16922174083587765,-0.6376030573178189,-0.013910873154957924,30.86295934306268,-0.021695344420785995,0.7611173624967069
META240906P00512500,512.5,2.92,3.15,1270.0,675.0,2024-09-06,META,4,0.0038,521.31,-0.2825830023156978,0.02070884899921853,0.18452240479548315,-0.6720425407769567,-0.016463255396285507,29.918092871192897,-0.01689973336402514,0.7174169976843022
META240906P00515000,515.0,3.7,3.85,2681.0,1003.0,2024-09-06,META,4,0.0038,521.31,-0.3367702793083551,0.022444328096916592,0.19922716491804524,-0.7207242086859825,-0.019644317600602,29.804559504281254,-0.012104122307264289,0.6632297206916449
META240906P00517500,517.5,4.45,4.7,1731.0,1059.0,2024-09-06,META,4,0.0038,521.31,-0.3921826817338616,0.024383673140067435,0.20971552364059962,-0.7319626741456015,-0.022892080461932793,28.878339156190595,-0.007308511250503435,0.6078173182661384
META240920P00500000,500.0,4.83,4.95,642.0,5357.0,2024-09-20,META,18,0.0038,521.31,-0.23704209536507304,0.009225786292557615,0.3574545693428258,-0.27164879792157065,-0.06331029816479664,28.909841483070043,-0.040877788647829406,0.762957904634927
META240920P00505000,505.0,5.94,6.15,241.0,1568.0,2024-09-20,META,18,0.0038,521.31,-0.28275198763919385,0.010386427969632381,0.3915436055948049,-0.28753075441448583,-0.0756067902181716,28.12821479871156,-0.0312865665343077,0.7172480123608062
META240920P00510000,510.0,7.38,7.65,665.0,2431.0,2024-09-20,META,18,0.0038,521.31,-0.3358586902242594,0.011414602530589821,0.4221787192489115,-0.30174456387330656,-0.08996727040767334,27.597121922531144,-0.021695344420785995,0.6641413097757406
META240920P00512500,512.5,9.32,8.45,206.0,798.0,2024-09-20,META,18,0.0038,521.31,-0.3735530674365385,0.010942887844092055,0.43844712319425433,-0.3396238973064427,-0.10061280375107132,29.896030263343498,-0.01689973336402514,0.6264469325634615
META240920P00515000,515.0,9.31,9.4,254.0,1826.0,2024-09-20,META,18,0.0038,521.31,-0.39556015154554536,0.012071958653389744,0.4459265508947623,-0.3155510761921744,-0.10626448710590436,27.562197463471023,-0.012104122307264289,0.6044398484544546
META241018P00500000,500.0,11.5,11.55,620.0,4027.0,2024-10-18,META,46,0.0038,521.31,-0.30770351280234565,0.006421105187123277,0.6507824883488112,-0.18870320639693056,-0.2165552913494074,29.591637275919634,-0.040877788647829406,0.6922964871976544
MMM240920P00130000,130.0,0.86,1.0,109.0,617.0,2024-09-20,MMM,18,0.0208,134.69,-0.21485735963310404,0.04412465721080757,0.08736217538339482,-0.05013246312449231,-0.014680625142741675,22.130526629487093,-0.03482069938377012,0.785142640366896
MMM241018P00130000,130.0,1.85,1.92,115.0,1298.0,2024-10-18,MMM,46,0.0208,134.69,-0.27616678156687313,0.03378966646073892,0.15987908388989142,-0.03129096595954891,-0.04908440398810247,20.69531652741399,-0.03482069938377012,0.7238332184331269
MNRO241018P00025000,25.0,0.83,0.75,170.0,2110.0,2024-10-18,MNRO,46,0.0414,27.09,-0.27057281815573453,0.0754889117371833,0.03183202780029005,-0.014800681480651792,-0.010234580755910036,45.592999376197845,-0.07715023994093761,0.7294271818442655
MO240906P00053000,53.0,0.12,0.13,688.0,1041.0,2024-09-06,MO,4,0.0759,53.77,-0.20196446851472483,0.29012040264369104,0.01585145653752015,-0.03285182532329328,-0.0012022253907305787,17.244225876791834,-0.014320252929142702,0.7980355314852752
MO240920P00052000,52.0,0.34,0.39,147.0,950.0,2024-09-20,MO,18,0.0759,53.77,-0.20951311775063552,0.11798588633272857,0.03436632382875992,-0.018114443835031607,-0.0057013131357170265,20.428821093238017,-0.03291798400595133,0.7904868822493645
MO241018P00052500,52.5,0.97,0.92,521.0,1197.0,2024-10-18,MO,46,0.0759,53.77,-0.32064551253698736,0.09769367929145628,0.06832019706940015,-0.012088692377846008,-0.022727621530465744,19.19276757994026,-0.023619118467547016,0.6793544874630126
MOMO240920P00006000,6.0,0.14,0.15,1264.0,2269.0,2024-09-20,MOMO,18,0.0,6.64,-0.22382407848246988,0.2974171015294275,0.0044092111202011135,-0.00815583904069753,-0.0008019576400061587,68.18347912944856,-0.09638554216867466,0.7761759215175301
MOS241018P00027500,27.5,0.81,0.95,104.0,724.0,2024-10-18,MOS,46,0.0294,28.57,-0.3320336210307804,0.1094244991153023,0.036820897160678184,-0.0118605856978694,-0.012931044749637832,32.71103990092533,-0.03745187259362969,0.6679663789692196
MPW240920P00004000,4.0,0.12,0.12,8919.0,17419.0,2024-09-20,MPW,18,0.071100004,4.5,-0.22565062681584214,0.3688700118733237,0.003001974765148512,-0.006659870627880065,-0.0005581615699103408,81.49463506366087,-0.1111111111111111,0.7743493731841579
MPW240927P00004000,4.0,0.13,0.15,897.0,1533.0,2024-09-27,MPW,25,0.071100004,4.5,-0.23064558932743473,0.3596551344990951,0.0035816845730654995,-0.005003818651337808,-0.0007964221624224947,71.8007366264546,-0.1111111111111111,0.7693544106725653
MRK240920P00115000,115.0,0.9,1.07,275.0,5532.0,2024-09-20,MRK,18,0.025999999,118.45,-0.24761509905589574,0.05536291158942944,0.08316305943332372,-0.04652915514376411,-0.014889099003888273,21.710097064155242,-0.02912621359223303,0.7523849009441043
MRK241018P00115000,115.0,1.82,1.71,340.0,3998.0,2024-10-18,MRK,46,0.025999999,118.45,-0.3009416004697081,0.04068976236315634,0.14641236315339676,-0.027903641956827353,-0.04706724847812177,20.34967602821142,-0.02912621359223303,0.6990583995302919
MRNA240920P00070000,70.0,1.28,1.29,763.0,5109.0,2024-09-20,MRNA,18,0.0,77.4,-0.2040601893720818,0.02709094776338442,0.048702762705580424,-0.08027366153172527,-0.00842018235159409,60.85101640861331,-0.09560723514211893,0.7959398106279182
MRNA240920P00075000,75.0,2.71,2.81,669.0,1426.0,2024-09-20,MRNA,18,0.0,77.4,-0.37130726848448226,0.038428623095446875,0.06497155522393706,-0.09950881137337048,-0.01550918593020769,57.22777706912721,-0.03100775193798457,0.6286927315155177
MRNS241018P00001000,1.0,0.24,0.1,600.0,637.0,2024-10-18,MRNS,46,0.0,1.4,-0.20329501835666886,0.22464246683912117,0.0014051106459193397,-0.003804457391439034,-0.000661156141977246,253.21977941695604,-0.28571428571428564,0.7967049816433311
MRVL240920P00071000,71.0,0.88,0.85,1629.0,2470.0,2024-09-20,MRVL,18,0.0031,76.24,-0.20588187998497798,0.03938395261794415,0.048226990458085955,-0.055239713957843835,-0.008173495439097334,42.71942957583918,-0.06873032528856238,0.794118120015022
